child,parent,description_child,description_parent,title,author,isbn,pubname,pubyear
e185tot,e100,E185TOT,E100,Time on two crosses : the collected writings of Bayard Rustin ,edited  Devon W Carbado and Donald Weise,9781573441742; 1573441740,Cleis,2003
e184lj,e100,E184LJ,E100,Lipstick Jihad : a memoir of growing up Iranian in America and American in Iran ,Azadeh Moaveni,1586483781; 9781586483784,PublicAffairs,2006
e185fal,e100,E185FAL,E100,Free at last : a documentary history of slavery; freedom and the civil war ,[edited ] Ira Berlin [and others],9781565841208; 1565841204,New P,1992
e169acp,e100,E169ACP,E100,American cultural patterns : a cross-cultural perspective ,Edward C Stewart and Milton J Bennett,9781877864018; 1877864013,Intercultural Press,1991
e185tha,e100,E185THA,E100,Too heavy a load : Black women in defense of themselves; 1894-1994 ,Deborah Gray White,9780393319927; 039331992X,WWNorton,1999
e185bdc,e100,E185BDC,E100,Better day coming : blacks and equality; 1890-2000 ,Adam Fairclough,9780142001295; 0142001295; 9780670875924; 0670875929,Penguin,2002
e185tbp,e100,E185TBP,E100,The Black Panther party (reconsidered) ,edited  Charles E  Jones,0933121962; 9780933121966; 0933121970; 9780933121973,Black Classic Press,1998
e185two,e100,E185TWO,E100,The warmth of other suns : the epic story of America's great migration ,Isabel Wilkerson,0679444327; 9780679444329; 0679763880; 9780679763888,Random House,2010
e169etc,e100,E169ETC,E100,Entertaining the citizen : when politics and popular culture converge ,Liesbet van Zoonen,9780742529069; 0742529061; 9780742529076; 074252907X,Rowman & Littlefield,2005
e169sae,e100,E169SAE,E100,Slanted and enchanted : the evolution of indie culture ,Kaya Oakes,0805088520; 9780805088526,Henry Holt and Co,2009
ja0pp,ja0,JA0PP,JA0,Practical politics : lessons in power and democracy , Titus Alexander,9781858567846; 185856784X,Trentham Books,2016
ja0tat,ja0,JA0TAT,JA0,The argumentative turn in policy analysis and planning , Titus Alexander,9780822313724; 0822313723; 9780822313540; 0822313545,Duke University Press,1993
ja0mpa,ja0,JA0MPA,JA0,Modern politics and government., Alan R. Ball,9780333961605; 0333961609; 9780333961612; 0333961617,Palgrave Macmillan,2005
ja0tro,ja0,JA0TRO,JA0,The reinvention of politics : rethinking modernity in the global social order , Ulrich Beck,9780745613666; 0745613667; 9780745617589; 0745617581,Polity,1997
ja0itp,ja0,JA0ITP,JA0,Introduction to politics and society , Shaun. Best,9780761971313; 0761971319; 9780761971306; 0761971300,SAGE,2002
ja0pp,ja0,JA0PP,JA0,Political philosophy : an introduction , William T. Blackstone,9780690646337; 069064633X,Crowell,1973
ja0eip,ja0,JA0EIP,JA0,Essays in political science , Edward H. 1910- (Edward Henry) Buehrig,,Indiana University Press,1966
ja0mpa,ja0,JA0MPA,JA0,Modern politics and government , Alan R. Ball,9780333737477; 0333737474,Macmillan,2000
ja0pa,ja0,JA0PA,JA0,Political argument , Brian M. Barry,9780745009063; 0745009069,Harvester Wheatsheaf,1990
ja0tdo,ja0,JA0TDO,JA0,The Discipline of Politics , Jean Blondel,9780408106818; 0408106816,Butterworths,1981
ja0sap,ja0,JA0SAP,JA0,Social and political philosophy : a contemporary introduction , John Philip Christman,9780415217972; 0415217970; 9780415217989; 0415217989,Routledge,2002
ja0hot,ja0,JA0HOT,JA0,History of the International Political Science Association; 1949-1999 , John. Coakley,9781902277288; 1902277287,International Political Science Association,2000
ja0srb,ja0,JA0SRB,JA0,Some relations between political and economic theory , G. D. H. 1889-1959. (George Douglas Howard) Cole,,Macmillan,1934
ja0taf,ja0,JA0TAF,JA0,Theories and forms of political organisation , G. D. H. 1889-1959. (George Douglas Howard) Cole,,V Gollancz ltd,1932
ja0ma,ja0,JA0MA,JA0,Microcosmographia academica : being a guide for the young academic politician , Francis Macdonald Cornford,,Bowes and Bowes,1964
ja0ido,ja0,JA0IDO,JA0,In defence of politics , Bernard Crick,9780826487513; 0826487513,Continuum,2000
ja0tsa,ja0,JA0TSA,JA0,The science and method of politics , George Edward Gordon Catlin,,Kegan Paul,1927
ja0tto,ja0,JA0TTO,JA0,The terms of political discourse , William E. Connolly,9780855206000; 0855206004,Robertson,1983
ja0ido,ja0,JA0IDO,JA0,In defence of politics , Bernard Crick,9780297820840; 0297820842,Weidenfeld,1992
ja0wip,ja0,JA0WIP,JA0,What is politics , Bernard Crick,9780713165043; 0713165049,Arnold,1987
ja0diw,ja0,JA0DIW,JA0,Dialectics in world politics , Bernard Crick,9780415625272; 0415625270,Routledge,2015
ja0rim,ja0,JA0RIM,JA0,Readings in modern political analysis , Robert A. Dahl,,Prentice-Hall,1968
ja0tdo,ja0,JA0TDO,JA0,The development of political science : a comparative survey , Robert A. Dahl,9780415056236; 0415056233,Routledge,1991
ja0pop,ja0,JA0POP,JA0,Politics of persuasion : essays written in memory of Dr G.P. Dhawan , G. N. (Gopi Nath) Dhawan,,Manaktalas,1967
ja0ipe,ja0,JA0IPE,JA0,Institutions politiques et droit constitutionnel , Maurice Duverger,,PUF,1973
ja0tso,ja0,JA0TSO,JA0,The study of politics , Maurice Duverger,9780177110986; 0177110988,Nelson,1972
ja0tsu,ja0,JA0TSU,JA0,The symbolic uses of politics , Murray J. 1919-2001. (Murray Jacob) Edelman,,University of Illinois Press,1964
ja0tpi,ja0,JA0TPI,JA0,The political illusion , Jacques. Ellul,,Knopf,1967
ja0eog,ja0,JA0EOG,JA0,Encyclopedia of government and politics., Jacques. Ellul,9780415072250; 0415072255,Routledge,1992
ja0atc,ja0,JA0ATC,JA0,Approaches to comparative and international politics , Jacques. Ellul,,Northwestern University Press,1966
ja0sp,ja0,JA0SP,JA0,Social philosophy., Joel Feinberg,9780138172626; 0138172625; 9780138172541; 0138172544,Prentice-Hall,1973
ja0cis,ja0,JA0CIS,JA0,Concepts in social & political philosophy , Richard E. Flathman,,Macmillan,1973
ja0tfo,ja0,JA0TFO,JA0,The future of political science : 100 perspectives , Richard E. Flathman,0415997003; 9780415997003; 0415997011; 9780415997010,Routledge,2009
ja0pra,ja0,JA0PRA,JA0,Political research and political theory : essays in memory of Prof. V. O. Key Jr. , Richard E. Flathman,,Harvard University Press,1968
ja0ait,ja0,JA0AIT,JA0,An introduction to metapolitics : a brief inquiry into the conceptual language of political science , A. James 1929- (Anthony James) Gregor,,Free Press,1971
ja0wwh,ja0,JA0WWH,JA0,Why we hate politics , Colin Hay,0745630987; 9780745630984; 0745630995; 9780745630991,Polity,2007
ja0pa,ja0,JA0PA,JA0,Political analysis , Colin Hay,9780333750025; 0333750020; 9780333750032; 0333750039,Palgrave,2002
ja0taw,ja0,JA0TAW,JA0,Time and world politics : thinking the present , Kimberly Hutchings,0719073022; 9780719073021,Manchester University Press,2008
ja0hop,ja0,JA0HOP,JA0,Handbook of political science , Kimberly Hutchings,9780201026016; 0201026015,Addison-Wesley,1975
ja0p,ja0,JA0P,JA0,Politics , Andrew. Heywood,9780333986295; 0333986296; 9780333971314; 0333971310,Palgrave,2002
ja0ip,ja0,JA0IP,JA0,Interpreting politics , Andrew. Heywood,9780631157779; 0631157778,Blackwell,1987
ja0gtt,ja0,JA0GTT,JA0,Guide to the philosophy of morals and politics , C. E. M. 1891-1953. (Cyril Edwin Mitchinson) Joad,,V Gollancz,1938
ja0tlo,ja0,JA0TLO,JA0,The limits of political science , Nevil. Johnson,9780198273417; 019827341X,Clarendon P,1989
ja0pa,ja0,JA0PA,JA0,Politics : an introduction to the modern democratic state , Larry Johnston,9781551113692; 1551113694,Broadview Press,2001
ja0tpt,ja0,JA0TPT,JA0,The Pure Theory of Politics , Bertrand de Jouvenel,,CUP,1963
ja0fts,ja0,JA0FTS,JA0,Fixing the system : a history of populism; ancient and modern , Adrian Kuzminski,0826429599; 9780826429599; 0826429602; 9780826429605,Continuum,2008
ja0ofa,ja0,JA0OFA,JA0,On freedom and human dignity : the importance of the sacred in politics , Morton A. Kaplan,,General Learning P,1973
ja0iam,ja0,JA0IAM,JA0,Issues and methods in comparative politics : an introduction , Todd. Landman,9780415272698; 0415272696; 9780415272704; 041527270X,Routledge,2003
ja0lar,ja0,JA0LAR,JA0,Left and right : the topography of political perceptions , J. A. Laponce,9780802055330; 0802055338,University of Toronto Press,1981
ja0pat,ja0,JA0PAT,JA0,Politics and the social sciences , Seymour Martin. Lipset,,Oxford University Press,1969
ja0ago,ja0,JA0AGO,JA0,A grammar of politics , Harold J. 1893-1950. (Harold Joseph) Laski,,Allen & Unwin,1938
ja0ait,ja0,JA0AIT,JA0,An introduction to politics , Harold J. 1893-1950. (Harold Joseph) Laski,,Allen & Unwin,1951
ja0tdo,ja0,JA0TDO,JA0,The danger of being a gentleman; and other essays , Harold J. 1893-1950. (Harold Joseph) Laski,,Allen and Unwin,1939
ja0lop,ja0,JA0LOP,JA0,Language of politics : studies in quantitative semantics , Harold D. 1902-1978. (Harold Dwight) Lasswell,,MIT Press,1965
ja0thp,ja0,JA0THP,JA0,The human polity : a comparative introduction to political science , Kay. Lawson,9780618043644; 0618043640,Houghton Mifflin Co,2003
ja0wip,ja0,JA0WIP,JA0,What is political science , L. Lipson,,Victoria University College,1939
ja0tsa,ja0,JA0TSA,JA0,The state and the citizen : an introduction to political philosophy;, J. D. (John David) Mabbott,,Hutchinson,1967
ja0po,ja0,JA0PO,JA0,Political obligation., Thomas. McPherson,9780710051226; 0710051220; 9780710051219; 0710051212,Routledge & Kegan Paul,1967
ja0tto,ja0,JA0TTO,JA0,The theatre of politics., Ferdinand Mount,029799518X; 0297995189; 9780297995180,Weidenfeld and Nicolson,1972
ja0mcp,ja0,JA0MCP,JA0,Modern comparative politics , Peter H. (Peter Hans) Merkl,,Holt Rinehart & Winston,1970
ja0ial,ja0,JA0IAL,JA0,Introduction a la science politique , Jean Meynaud,,Colin,1961
ja0tno,ja0,JA0TNO,JA0,The nature of politics , J. D. B. 1922- (John Donald Bruce) Miller,,Duckworth,1962
ja0pac,ja0,JA0PAC,JA0,Politics and controversy , A. J. M. 1922- (Alan John Mitchell) Milne,,U of Durham,1977
ja0pia,ja0,JA0PIA,JA0,Politics in an antipolitical age , Geoff. Mulgan,9780745608136; 0745608132,Polity P,1994
ja0anh,ja0,JA0ANH,JA0,A new handbook of political science , Geoff. Mulgan,9780198280156; 0198280157; 9780198294719; 0198294719,Oxford University Press,1996
ja0np,ja0,JA0NP,JA0,Nongovernmental politics , Geoff. Mulgan,1890951757; 9781890951757; 1890951749; 9781890951740,Distributed by MIT Press; Zone Books,2007
ja09to,ja0,JA09TO,JA0,95 theses on politics; culture; and method , Anne Norton,9780300100112; 0300100116,Yale University Press,2004
ja0tno,ja0,JA0TNO,JA0,The nature of political theory , Anne Norton,9780198274414; 0198274416,Clarendon P,1983
ja0toh,ja0,JA0TOH,JA0,The Oxford handbook of political science , Anne Norton,0199562954; 9780199562954,Oxford University Press,2009
ja0pia,ja0,JA0PIA,JA0,Political innovation and conceptual change , Anne Norton,9780521351904; 0521351901; 9780521359788; 0521359783,Cambridge University Press,1989
ja0tpc,ja0,JA0TPC,JA0,The politics companion , Anne Norton,9781861057969; 1861057962,Robson,2004
ja0asc,ja0,JA0ASC,JA0,A Stata companion to political analysis , Philip H. Pollock,1506379702; 9781506379708,SAGE/CQ Press,2019
ja0pe,ja0,JA0PE,JA0,Political economy : institutions; competition and representation : proceedings... , Dorothy Maud. Pickles,9780521417815; 0521417813,CUP,1993
ja0ps,ja0,JA0PS,JA0,Political science : an introduction , Dorothy Maud. Pickles,9780136815600; 013681560X,Prentice-Hall,1991
ja0pa,ja0,JA0PA,JA0,Politics : an introduction , Dorothy Maud. Pickles,9780415110747; 0415110742,Routledge,1997
ja0pat,ja0,JA0PAT,JA0,Politics at the edge : the PSA yearbook 1999 , Dorothy Maud. Pickles,9780333779033; 0333779037; 9780333915622; 0333915623,Macmillan,2000
ja0itp,ja0,JA0ITP,JA0,Introduction to politics , Geoffrey. Ponton,9780631187844; 0631187847,Blackwell,1993
ja0ga,ja0,JA0GA,JA0,Governing : a brief introduction to political science., Austin. Ranney,9780030853104; 0030853109,Holt Rinehart and Winston,1971
ja0pta,ja0,JA0PTA,JA0,Political Theory and the Rights of Man , D. D. 1916-2015. (David Daiches) Raphael,,Macmillan,1967
ja0tto,ja0,JA0TTO,JA0,The tragedy of political science , David M. Ricci,9780300030884; 0300030886,Yale UP,1984
ja0iap,ja0,JA0IAP,JA0,Ideology and politics , Martin. Seliger,9780043201091; 0043201091; 9780043201107; 0043201105,Allen & Unwin,1976
ja0pac,ja0,JA0PAC,JA0,Power and choice : an introduction to political science , W. Phillips Shively,9780073278902; 0073278904,McGraw Hill Higher Education,2006
ja0itp,ja0,JA0ITP,JA0,Introduction to political science : two series of lectures , J. R. Seeley,,Macmillan,1896
ja0ap,ja0,JA0AP,JA0,Analyzing politics : rationality; behavior; and institutions , Kenneth A. Shepsle,9780393971071; 0393971074,WW Norton,1997
ja0pag,ja0,JA0PAG,JA0,Politics and government , T. H. Stevenson,,Littlefield,1973
ja0tam,ja0,JA0TAM,JA0,Theory and methods in political science , T. H. Stevenson,9780230576261; 0230576265; 9780230576278; 0230576273,Palgrave Macmillan,2010
ja0pt,ja0,JA0PT,JA0,Politics : the basics , Stephen D. Tansey,9780415191982; 041519198X,Routledge,2000
ja0tpv,ja0,JA0TPV,JA0,The political vocation , P. Tillett,,Basic Books,1965
ja0kap,ja0,JA0KAP,JA0,Knowledge and politics , Roberto Mangabeira. Unger,9780029328408; 0029328403,Free P,1975
ja0tns,ja0,JA0TNS,JA0,The new science of politics : an introduction., Eric Voegelin,,University of Chicago Press,1952
ja0tvo,ja0,JA0TVO,JA0,The vocabulary of politics : an enquiry into the use and abuse of language in the making of political theories. , T. D. (Thomas Dewar) Weldon,,Johnson Reprint Co,1970
ja0wip,ja0,JA0WIP,JA0,What is politics : the activity and its study , T. D. (Thomas Dewar) Weldon,9780745630557; 0745630553; 9780745630564; 0745630561,Polity,2004
ja10a1,ja10,JA10A1,JA10,Argument-reprint; 1-17., T. D. (Thomas Dewar) Weldon,9783920037059; 3920037057,Argument,1974
ja10ieo,ja10,JA10IEO,JA10,International encyclopedia of political science., T. D. (Thomas Dewar) Weldon,1412959632; 9781412959636,SAGE,2011
ja10tpq,ja10,JA10TPQ,JA10,The Political Quarterly in the thirties , W. A. Robson,,Allen Lane,1971
ja100add,ja100,JA100ADD,JA100,A discipline divided : schools and sects in political science , Gabriel A. 1911-2002. (Gabriel Abraham) Almond,9780803933019; 0803933010; 9780803933026; 0803933029,Sage Publications,1990
ja100gfp,ja100,JA100GFP,JA100,Goals for political science.,undefined American Political Science Association. Committee for the Advancement of Teaching.,,Sloane,1951
ja100psi,ja100,JA100PSI,JA100,Political science in Western Europe : a trend report , J. Barents,,Stevens,1961
ja100eip,ja100,JA100EIP,JA100,Elements in political science , Frank. Bealey,9780748611973; 0748611975,Edinburgh UP,1999
ja100cep,ja100,JA100CEP,JA100,Comparative European politics : the story of a profession , Frank. Bealey,9781855673991; 1855673991,Pinter,1997
ja100tas,ja100,JA100TAS,JA100,The American science of politics : its origins and conditions , Bernard Crick,,Routledge,1959
ja100tps,ja100,JA100TPS,JA100,The political system : an inquiry into the state of political science., David Easton,,Knopf,1953
ja100tpr,ja100,JA100TPR,JA100,The political research experience : readings and analysis , Marcus E. Ethridge,9780873325189; 0873325184,MESharpe,1990
ja100pr,ja100,JA100PR,JA100,Political research : methods and practical skills , Sandra author. Halperin,0198702744; 9780198702740,Oxford University Press,2017
ja100asc,ja100,JA100ASC,JA100,A Stata companion for the third edition of the Fundamentals of political science research , Paul M. Kellstedt,1108447961; 9781108447966,Cambridge University Press,2020
ja100eae,ja100,JA100EAE,JA100,Exits and entrances : political research as a creative art , Lewis. Minkin,9780863396366; 0863396364,Sheffield Hallam UP,1997
ja100ndi,ja100,JA100NDI,JA100,New directions in political science : responding to the challenges of an interdependent world , Lewis. Minkin,0230228488; 9780230228481; 0230228496; 9780230228498,Palgrave Macmillan,2010
ja100pam,ja100,JA100PAM,JA100,Problems and methods in the study of politics , Lewis. Minkin,9780521831741; 0521831741; 9780521539432; 0521539439,Cambridge University Press,2004
ja100ps,ja100,JA100PS,JA100,Political science : the state of the discipline , Lewis. Minkin,9781878147080; 1878147080,American Political Science Assoc,1993
ja100dp,ja100,JA100DP,JA100,Decolonizing politics : an introduction , Robbie Shilliam,1509539387; 9781509539383; 1509539395; 9781509539390,Polity Press,2021
ja100aps,ja100,JA100APS,JA100,American political science : a profile of a discipline , Albert. Somit,,Atherton Press,1964
ja100ctp,ja100,JA100CTP,JA100,Capturing the political imagination : think tanks and the policy process , Diane. Stone,9780714642635; 0714642630,Frank Cass,1996
ja100aso,ja100,JA100ASO,JA100,A survey of research in political science., Diane. Stone,,Allied Publishers,1981
ja100spa,ja100,JA100SPA,JA100,Studying politics abroad : field research in the developing areas , Diane. Stone,,Little Brown,1964
ja200map,ja200,JA200MAP,JA200,Mathematics and politics , Hayward R. Alker,,Collier-Macmillan,1965
ja200ppt,ja200,JA200PPT,JA200,Positive political theory I : collective preference , David. Austen-Smith,9780472104802; 0472104802,University of Michigan Press,1999
ja200pm,ja200,JA200PM,JA200,Process-tracing methods : foundations and guidelines , Derek. Beach,0472071890; 9780472071890; 047205189X; 9780472051892,University of Michegan press,2012
ja200tqa,ja200,JA200TQA,JA200,The quantitative approach in political science : an introduction , Scott Bennett,9780889462052; 0889462054,Edwin Mellen,1986
ja200dcs,ja200,JA200DCS,JA200,Designing case studies : explanatory approaches in small-n research , Joachim Blatter,9780230249691; 0230249698,Palgrave Macmillan,2012
ja200gta,ja200,JA200GTA,JA200,Game theory and politics , S. J. Brams,9780029045503; 0029045509,Free P,1975
ja200cho,ja200,JA200CHO,JA200,Cambridge handbook of experimental political science , S. J. Brams,0521174554; 9780521174558; 0521192129; 9780521192125,Cambridge University Press,2011
ja200wga,ja200,JA200WGA,JA200,Wars; guns; and votes : democracy in dangerous places , Paul. Collier,0061479632; 9780061479632,Harper,2009
ja200itq,ja200,JA200ITQ,JA200,Introduction to quantitative political science , Leonard. Champney,9780065010329; 0065010329,HarperCollins College Publishers,1995
ja200pau,ja200,JA200PAU,JA200,Politics and uncertainty : theory; models and applications , Claudio. Cioffi-Revilla,9780521589154; 0521589150,CUP,1998
ja200cdm,ja200,JA200CDM,JA200,Critical Decision Making : a New Theory of Social Choice , D. Collingridge,9780861872381; 086187238X,Pinter,1982
ja200poa,ja200,JA200POA,JA200,Patterns of authority : a structural basis for political inquiry , H. Eckstein,9780471230762; 0471230766,Wiley-Interscience,1975
ja200ps,ja200,JA200PS,JA200,Political science , Heinz Eulau,,Prentice-Hall,1969
ja200efo,ja200,JA200EFO,JA200,Experimental foundations of political science , Heinz Eulau,9780472102730; 0472102737,U of Michigan P,1993
ja200fop,ja200,JA200FOP,JA200,Foundation of political science : research; methods; and scope , Heinz Eulau,9780029106709; 0029106702,Free Press,1977
ja200tno,ja200,JA200TNO,JA200,The nature of political inquiry , Fred M. Frohock,,Dorsey Press,1967
ja200gta,ja200,JA200GTA,JA200,Game theory and political science , Fred M. Frohock,9780814761564; 0814761569,Published for the Center for Applied Economics New York University by New York University Press,1978
ja200fe,ja200,JA200FE,JA200,Field experiments : design; analysis; and interpretation , Alan S. author. Gerber,0393979954; 9780393979954,WW Norton,2012
ja200amp,ja200,JA200AMP,JA200,A methodological primer for political scientists , Robert T. Golembiewski,,Rand McNally,1969
ja200por,ja200,JA200POR,JA200,Pathologies of rational choice theory : a critique of applications in political science , Donald P. Green,9780300059144; 0300059140,Yale UP,1994
ja200tco,ja200,JA200TCO,JA200,The conduct of political inquiry : behavioral political analysis. , Donald P. Green,9780131673045; 0131673041,Prentice-Hall,1970
ja200ca,ja200,JA200CA,JA200,Collective action , Russell Hardin,9780801828195; 0801828198,Johns Hopkins UP,1982
ja200pr,ja200,JA200PR,JA200,Political research : an introduction , Lisa. Harrison,9780415226554; 0415226554; 9780415226561; 0415226562,Routledge,2001
ja200tso,ja200,JA200TSO,JA200,The study of comparative government and politics , Gunnar. Heckscher,,Allen & Unwin,1957
ja200itp,ja200,JA200ITP,JA200,Interpreting the political : new methodologies , Gunnar. Heckscher,9780415131957; 0415131952,Routledge,1997
ja200psr,ja200,JA200PSR,JA200,Political science research methods , Janet Buttolph Johnson,1608716899; 9781608716890,CQ Press,2012
ja200cpr,ja200,JA200CPR,JA200,Conducting political research , E. Terrence 1941- (Endsley Terrence) Jones,9780060434281; 0060434287,Harper & Row,1971
ja200tfo,ja200,JA200TFO,JA200,The fundamentals of political science research , Paul M. Kellstedt,052187517X; 9780521875172; 0521697883; 9780521697880,Cambridge University Press,2009
ja200pir,ja200,JA200PIR,JA200,Politics; international relations and law : scope; methodology and classification , G. Kumar,,Asia Publishing House,1965
ja200sca,ja200,JA200SCA,JA200,Social choice and public policy , Michael Laver,9780631146933; 0631146938,Blackwell,1986
ja200iap,ja200,JA200IAP,JA200,Issues and parties in legislative voting : methods of statistical analysis., Duncan. MacRae,,Harper & Row,1970
ja200ap,ja200,JA200AP,JA200,Apolitical politics : a critique of behavioralism. , Duncan. MacRae,,Crowell,1967
ja200pi,ja200,JA200PI,JA200,Political inquiry : the nature and uses of survey research., Herbert. McClosky,,Macmillan,1969
ja200tmo,ja200,JA200TMO,JA200,The methodology of comparative research : a symposium from the Center for Comparative Studies in Technological Development and Social Change and the Department of Political Science; University of Minnesota. , Herbert. McClosky,,Free Press,1970
ja200mam,ja200,JA200MAM,JA200,Methods and models : a guide to the empirical analysis of formal models in political science , Rebecca B. Morton,9780521633949; 052163394X; 9780521633000; 0521633001,Cambridge University Press,1999
ja200eps,ja200,JA200EPS,JA200,Experimental political science and the study of causality : from nature to the lab , Rebecca B. Morton,0521199662; 9780521199667; 0521136482; 9780521136488,Cambridge University Press,2010
ja200paf,ja200,JA200PAF,JA200,Policy analysis for public decisions , Duncan. MacRae,9780819148353; 0819148350,UP of America,1985
ja200epa,ja200,JA200EPA,JA200,Empirical political analysis : research methods in political science , Jarol B. Manheim,9780582285903; 0582285909,Longman,1986
ja200cn,ja200,JA200CN,JA200,Comparing Nations : the Use of Quantitative Data in Cross-National Research , Richard L. 1933- (Richard Lawrence) Merritt,,Yale UP,1966
ja200spa,ja200,JA200SPA,JA200,Science; politics and international conferences : a functional analysis of the Moscow Political Science Congress , Richard L. 1933- (Richard Lawrence) Merritt,9781555871345; 1555871348,Rienner,1989
ja200mfp,ja200,JA200MFP,JA200,Methods for political inquiry : the discipline; philosophy and analysis of politics , Richard L. 1933- (Richard Lawrence) Merritt,9780136755623; 0136755623,Prentice Hall,1999
ja200ca,ja200,JA200CA,JA200,Content analysis : a handbook with applications for the study of international crisis , R. C. North,,Northwestern UP,1963
ja200rba,ja200,JA200RBA,JA200,Rational behaviour and the design of institutions : concepts; theories and models , Hannu. Nurmi,9781858988047; 1858988047,Edward Elgar,1998
ja200toh,ja200,JA200TOH,JA200,The Oxford handbook of political methodology , Hannu. Nurmi,9780199286546; 019928654X; 9780199585564; 0199585563,Oxford University Press,2008
ja200apt,ja200,JA200APT,JA200,A political theory primer , Peter C. Ordeshook,9780415902410; 041590241X,Routledge,1992
ja200gta,ja200,JA200GTA,JA200,Game theory and political theory : an introduction , Peter C. Ordeshook,9780521315937; 052131593X,CUP,1986
ja200dri,ja200,JA200DRI,JA200,Doing research in political science : an introduction to comparative methods and statistics , Paul. Pennings,9780761951025; 0761951024; 9780761951032; 0761951032,SAGE,1999
ja200asc,ja200,JA200ASC,JA200,An SPSS companion to political analysis , Philip H. Pollock,9781568029962; 1568029969,CQ Press,2005
ja200teo,ja200,JA200TEO,JA200,The essentials of political analysis , Philip H. Pollock,1506305830; 9781506305837,SAGE,2016
ja200pt,ja200,JA200PT,JA200,Process tracing : from metaphor to analytic tool , Philip H. Pollock,1107044529; 9781107044524; 1107686377; 9781107686373,Cambridge University Press,2015
ja200pa,ja200,JA200PA,JA200,Political analysis : an annual publication... , Philip H. Pollock,9780472102266; 0472102265,U of Michigan P,1991
ja200rmi,ja200,JA200RMI,JA200,Research methods in politics , Philip H. Pollock,0230019846; 9780230019843; 0230019854; 9780230019850,Palgrave Macmillan,2008
ja200tso,ja200,JA200TSO,JA200,The study of local politics : a manual , William H. Riker,,Random House,1959
ja200aop,ja200,JA200AOP,JA200,Analysis of political cleavages , Douglas W. Rae,,Yale UP,1970
ja200trc,ja200,JA200TRC,JA200,The rational choice controversy : economic models of politics reconsidered , Douglas W. Rae,9780300068214; 0300068212,Yale University Press,1996
ja200qmi,ja200,JA200QMI,JA200,Quantitative methods in politics , S. A. Rice,,Russell,1969
ja200dps,ja200,JA200DPS,JA200,Doing political science and international relations : theories in action , Heather Savigny,9780230245860; 0230245862; 9780230245877; 0230245870,Palgrave Macmillan,2011
ja200sta,ja200,JA200STA,JA200,Science; technology; and art in international relations , Heather Savigny,113866894X; 9781138668942; 1138668974; 9781138668973,Routledge,2019
ja200pdp,ja200,JA200PDP,JA200,Political decision-making processes : studies in national; comparative and international politics , Dusan. Sidjanski,9780444410894; 0444410899,Elsevier Scientific Pub Company,1973
ja200tct,ja200,JA200TCT,JA200,The cybernetic theory of decision : new dimensions of political analysis , John D. Steinbruner,9780691075594; 069107559X,Princeton University Press,1974
ja200tps,ja200,JA200TPS,JA200,The political sciences : general principles of selection in social science and history., Hugh. Stretton,9780710061775; 0710061773,Routledge & K Paul,1969
ja200apo,ja200,JA200APO,JA200,A primer of political analysis , Donald A. Strickland,,Markham Pub Company,1968
ja200alo,ja200,JA200ALO,JA200,A logic of expressive choice , Alexander A. Schuessler,9780691006611; 069100661X; 9780691006628; 0691006628,Princeton University Press,2000
ja200sod,ja200,JA200SOD,JA200,Structure of decision : the cognitive maps of political elites , Alexander A. Schuessler,9780691100500; 0691100500,Princeton UP,1976
ja200map,ja200,JA200MAP,JA200,Mathematics and politics : strategy; voting; power; and proof , Alan D. Taylor,0387776435; 9780387776439,Springer,2008
ja200sca,ja200,JA200SCA,JA200,Social choice and the mathematics of manipulation , Alan D. Taylor,9780521008839; 0521008832; 9780521810524; 0521810523,Cambridge University Press,2003
ja200map,ja200,JA200MAP,JA200,Mathematics and politics : strategy; voting; power and proof , Alan D. Taylor,9780387945002; 0387945008,Springer,1995
ja200tam,ja200,JA200TAM,JA200,Toward a mathematics of politics , Gordon. Tullock,,U of Michigan P,1967
ja200gtm,ja200,JA200GTM,JA200,Guide to methods for students of political science , Stephen. Van Evera,9780801484575; 080148457X,Cornell University Press,1997
ja200pr,ja200,JA200PR,JA200,Political reasoning , Evert. Vedung,9780803918153; 0803918151,Sage,1982
ja200dps,ja200,JA200DPS,JA200,Doing political science : an introduction to political analysis , Alan S. Zuckerman,9780813310039; 0813310032,Westview,1991
ja210sea,ja200,JA210SEA,JA200,Sociologists; economists and democracy , Brian M. Barry,9780029723500; 0029723507; 9780029723609; 0029723604,Collier-Macmillan,1970
ja210sea,ja200,JA210SEA,JA200,Sociologists; economists; and democracy , Brian M. Barry,9780226038247; 0226038246,UnivChicago P,1988
ja400aao,ja400,JA400AAO,JA400,An atlas of world political flashpoints : a sourcebook of geopolitical crisis , Ewan W. Anderson,9781855670532; 1855670534,Pinter,1993
ja400tbd,ja400,JA400TBD,JA400,The Blackwell dictionary of political science : a user's guide to its terms , Frank. Bealey,9780631206941; 0631206949; 9780631206958; 0631206957,Blackwell,1999
ja400ddt,ja400,JA400DDT,JA400,Dizionario di termini storici politici ed economici moderni , Roberto Berardi,,Le Monnier,1976
ja400bgt,ja400,JA400BGT,JA400,Bidwell's guide to government ministers , Robin Leonard Bidwell,,Cass,1973
ja400tbe,ja400,JA400TBE,JA400,The Blackwell encyclopaedia of political institutions , Robin Leonard Bidwell,9780631138419; 0631138412,Blackwell,1987
ja400tbe,ja400,JA400TBE,JA400,The Blackwell encyclopaedia of political thought , Robin Leonard Bidwell,9780631140115; 0631140115,Blackwell,1987
