CallNumber,Author,Title,ISBN,PubName,PubYear,CB
JC49 .K5314,"Ayatollah Seyyed Ruhollah Khomeyni ; traduction M Kotobi et B Simon avec le concours de Ozra Banisadre""",Ḥukūmah al-Islāmīyah French+Pour un gouvernement islamique ,2862210412,Paris : Fayolle,1979,no
E176.1 .G84,Edward Grey,Presidents of the United States ,0600560066;9780600560067,London : Hamlyn,1988,no
E183.7 .M4715,Walter A McDougall,Promised land crusader state : the American encounter with the world since 1776 ,0395830850;9780395830857;0395901324;9780395901328,Boston : Houghton Mifflin,1997,no
JQ1825.I7 K43,Samir al-Khalil,Republic of fear : the politics of modern Iraq ,0091740193;9780091740191,London : Hutchinson,1989,no
JQ1850.A98 Q394,Walid W Kazziha,Revolutionary transformation in the Arab world : Habash and his comrades from nationalism to Marxism ,085314237X,London : C Knight,1975,no
JZ3700 .S53,Greg Shapland,Rivers of discord : international water disputes in the Middle East ,1850652147;9781850652144,London : Hurst & Co,1997,no
JQ1758.A91 R85,edited  Ellis Goldberg, Resat Kasaba, and Joel Migdal,Rules and rights in the Middle East : democracy law and society ,0295972866;9780295972862;0295972874;9780295972879,no
E183.8.S25 H37,Parker T Hart,Saudi Arabia and the United States : birth of a security partnership ,0253334608;9780253334602,Bloomington : Indiana University Press,1998,no
JV8749.P3 H3413,"Zeʼev Venia Hadari""",Peliṭim menatsḥim imperyah English+Second Exodus : the full story of Jewish illegal immigration to Palestine 1945-1948 ,085303219X;9780853032199;0853032238;9780853032236,London,1991,no
JQ1758.A38 M53,Yosef Gotlieb,Self-determination in the Middle East ,0275908089 0030624088 : $30.95;9780275908089;9780030624087;0030624088,New York : Praeger,1982,no
E876 .S65,Larry Speakes with Robert Pack,Speaking out : the Reagan presidency from inside the White House ,0684189291;9780684189291,New York : Scribner,1988,no
JN329.I6 W574,Peter Wright,Spycatcher : the candid autobiography of a senior intelligence officer ,0670820555;9780670820559,New York,1987,no
JQ1850.A91 S73,edited  Eric Davis, Nicolas Gavrielides ; sponsored  the Joint Committee on the Near and Middle East, Social Science Research Council, New York City,Statecraft in the Middle East : oil historical memory and popular culture ,no
JX3091 .R35,Seif Ahmed El-Wady Romahi ; with foreword  William Currie,Studies in international law and diplomatic practice ,4828600116 : $24.00;9784828600116,Tokyo : Data Labo,1980,no
JC599S95 S97,Middle East Watch,Syria unmasked : the suppression of human rights by the Asad regime ,0300051158;9780300051155,New Haven : Yale University Press,1991,no
JX4084.P39 T47,edited  Richard Schofield,Territorial foundations of the Gulf states ,1857281217;9781857281217;1857281225;9781857281224,London : UCL Press,1994,no
E183.8.I55 T87,Stansfield Turner,Terrorism and democracy ,0395430860;9780395430866,Boston : Houghton Mifflin,1991,no
E183.8.I7 O74,AFK Organski,The $36 billion bargain : strategy and politics in US assistance to Israel ,0231071965;9780231071963;0231071973;9780231071970,New York : Columbia Univ Press,1990,no
JN1129 .C72 H57,John Ramsden,A history of the Conservative Party- The Age of Balfour and Baldwin 1902-1940 ,0582507146;9780582507142,London,1978,no
E183.8.S25 E44,Steven Emerson,The American house of Saud : the secret petrodollar connection ,0531097781;9780531097786,New York : F Watts,1985,no
JQ1825.P459 P48,JE Peterson ; foreword  Majid Khadduri,The Arab Gulf states : steps toward political participation ,0275928810;0275928829,New York : Praeger,1988,no
JQ1850.A5 M36,Fawzy Mansour ; with a contributory chapter  Samir Amin,The Arab world : nation state and democracy ,0862328845;9780862328849;0862328853;9780862328856,Tokyo : United Nations University Press ; London ; Atlantic Highlands,1992,no
E183.8.I7 S16,Michael P Saba ; edited  Evan Hendricks,The Armageddon network ,0915597071,Vermont : Amana Books,1984,no
E183.8.I55 K43,Moorhead Kennedy ; with an afterword  Louisa Kennedy,The Ayatollah in the cathedral ,0809027658;9780809027651;0809015331;9780809015337,New York : Hill and Wang,1986,no
JQ1825.S873 R643,David Roberts,The Baʼth and the creation of modern Syria ,0709942273;9780709942276,London : Croom Helm,1987,no
JC599.K9 B43,Human Rights Watch,The bedoons of Kuwait : citizens without citizenship ,1564321568,New York : Human Rights Watch,1995,no
E183.8.I55 A85,Roy Assersohn,The biggest deal ,413506401,London : Methuen,1982,no
E183,[By] Margaret Arakie,The broken sword of justice : America Israel and the Palestine tragedy ,0704320223;0704330172;9780704320222;9780704330177,London : Quartet,8.I7,no
JX1784 .P65,DCM Platt,The Cinderella service  British consuls since 1825 ,582127408,[London] : Longman,1971,no
E855 .B76,Seyom Brown,The crises of power : an interpretation of United States foreign policy during the Kissinger Years ,0231042647;9780231042642,New York : Columbia University Press,1979,no
E183.8.I55 R66,Barbara and Barry Rosen with George Feifer,The destined hour : the hostage crisis and one family's ordeal ,0385178956 : $17.95;9780385178952,Garden City,1982,no
JZ1163 .F74,Chas W Freeman, Jr,The diplomat's dictionary ,1878379666;9781878379665,Washington,no
E840 .D95,Chas W Freeman, Jr,The dying dollar empire and the US imperialist conspiracies : real reasons behind: the energy crisis the arab oil boycott shah's proposal for the creation of a fund to assist undeveloped countries,,Sacramento,no
E183.8.I55 B5,James A Bill,The eagle and the lion : the tragedy of American-Iranian relations ,300040970,New Haven : Yale University Press,1988,no
JQ3831 .P35,Monte Palmer, Ali Leila, El Sayed Yassin,The Egyptian bureaucracy ,0815624557;ZBWT00188255;beiruta06159,no
JA84.E3 W45,Charles Wendell,The evolution of the Egyptian national image : from its origins to Ahmad Lutfi al-Sayyid ,520021118,Berkeley : University of California Press,1972,no
E183.8.E35 C6,Charles Wendell,The game of nations  the amorality of power politics,0671205323;9780671205324,New York : Simon and Schuster,1970,no
JX4521 .G8,edited  Peter Rowe,The Gulf War 1990-1991 in international and English law ,0415075203;9780415075206,London ; New York,1993,no
E183.8.I55 K95,James H Kyle with John Robert Eidson,The guts to try : the untold story of the Iran hostage rescue mission by the on-scene desert commander ,0517577143;9780517577141,New York : Orion Books,1990,no
E876 .S43,Samuel Segev ; translated  Haim Watzman,The Iranian triangle : the untold story of Israel's role in the Iran-Contra affair ,0029283418 : $22.50;9780029283417;0020283418,New York : The Free Press,1988,no
JQ1825.I7 I7,edited  Robert A Fernea and Wm Roger Louis,The Iraqi revolution of 1958 : the old social classes revisited ,1850433186;9781850433187,London ; New York : IB Tauris,1991,no
JQ1830.,Frank A Clements, compiler,The Israeli Secret Services ,1851092250;9781851092253,Oxford,no
JX1581.M628 Z5,edited  James Piscatori and George S Harris,Law personalities and politics of the Middle East : essays in honor of Majid Khadduri ,0916808327;9780916808327,Boulder,1987,no
JX4422.N4 H34,Ali A El-Hakim,The Middle Eastern States and the law of the sea ,0719007119 : £19.50;9780719007118,Manchester : Manchester University Press,1979,no
E29.M87 M87,edited  Earle H Waugh, Baha Abu-Laban, and Regula B Qureshi,The Muslim community in North America ,0888640331;9780888640338;088864034X;9780888640345;0886640031,no
JX1954 .R22,Mohamed Rabie,The new world order : a perspective on the post-Cold War era ,053310033X;9780533100330,New York : Vantage Press,1992,no
E876 .F74,Mohamed Rabie,The octopus eagle an inside account of Iranscam,933703996,Florida : Loiry Publishing House,1987,no
E876 .F74,Michael Fredericks,The octopus eagle : an inside account of Iranscam ,0933703996;9780933703995,Tallahassee,1987,no
JQ1849.A98 S4934,Hanna Batatu,The old social classes and the revolutionary movements of Iraq : a study of Iraq's old landed and commercial classes and of its Communists Baʻthists and Free Officers ,0863565204;9780863565205,London : Saqi,2004,no
JQ1825.I773 S49,Hanna Batatu,The old social classes and the revolutionary movements of Iraq : a study of Iraq's old landed and commercial classes and of its Communists Ba䨩sts and Free Officers ,0691021988;9780691021980;0691052417;9780691052410,Princeton,1982,no
E872 .P68,Jody Powell,The other side of the story ,0688036465;9780688036461,New York : Morrow,1984,no
JX4084.I8 S28,Harold H Saunders,The other walls : the Arab-Israeli peace process in a global perspective ,0691023379;9780691023373;0691078882;9780691078885;SBBT650963,Princeton,1991,no
JX4084.I8 N37,Jamal R Nassar,The Palestine Liberation Organization : from armed struggle to the Declaration of Independence ,0275937798;9780275937799,New York : Praeger,1991,no
E183.8.I7 B35,George W Ball and Douglas B Ball,The passionate attachment : America's involvement and Israel 1947 to the present ,0393029336;9780393029338,New York : WW Norton,1992,no
JQ1825.P3 B4,By marver H Bernstein,The politics of Israel : the first decade of statehood ,0837120365;9780837120362,Princeton : Princeton University Press,1957,no
JS7006 .S32,[] P Saran,The provincial government of the Mughals 1526-1658 ,0210226900;9780210226902,New York : Asia Pub House,1973,no
E840 .N57,Richard Nixon,The real war ,044651201X,New York : Warner Books,1980,no
E183.8.P18 R43,editors, Theodore L Eliot, Jr [and others],The Red Army on Pakistan's border : policy implications for the United States ,0080344879;9780080344874,no
JX1246 .S47,Geoff Simons,The scourging of Iraq : sanctions law and natural justice ,0333654234;9780333654231;0312161824;9780312161828,Houndmills,1996,no
JQ17,Ali Rahnema and Farhad Nomani,The secular miracle : religion politics and economic policy in Iran ,0862329388;9780862329389;0862329396;9780862329396,London ; New Jersey : Zed Books,1.A1,no
JQ1825.P36 O77,Akiva Orr,The unJewish state : the politics of Jewish identity in Israel ,0903729865;9780903729864;0903729857;9780903729857,London : Ithaca Press,.O77,no
JQ3824 .A98,Nazih N Ayubi,The state and public policies in Egypt since Sadat ,0863721311;9780863721311,Reading,1991,no
E184.S98 K33,Philip M Kayal and Joseph M Kayal, foreword  Michael Novak,The Syrian-Lebanese in America  a study in religion and assimilation ,0805784128;9780805784121,[New York] : Twayne Publishers,no
E876 .U558,John Tower, chairman ; Edmund Muskie and Brent Scowcroft, members ; introduction  RW Apple," Jr""",Report of the President's Special Review Board+The Tower Commission report : the full text of the President's Special Review Board ,no
JX1977.2.I7 U554,with an introduction  Boutros Boutros-Ghali,The United Nations and the Iraq-Kuwait conflict 1990-1996 ,9211005965;9789211005967;Sales-Nr.: E 96 I 3,New York : Department of Public Information,1996,no
E183.8.I7 S52,Mohammed K Shadid,The United States and the Palestinians ,0312833156;9780312833152,New York : St Martin's Press,1981,no
E183.8.I55 G66,James F Goode,The United States and Iran 1946-51 : the diplomacy of neglect ,0333471032;9780333471036,Basingstoke : Macmillan,1989,no
E183.8.I7 B46,Abraham Ben-Zvi,The United States and Israel : the limits of the special relationship ,0231081847;9780231081849,New York : Columbia University Press,1993,no
E183.8.S25 L66,David E Long,The United States and Saudi Arabia : ambivalent allies ,0813302080;9780813302089;ZBWT00027332,Boulder : Westview Press,1985,no
JQ559.A54 N37,Seyyed Vali Reza Nasr,The vanguard of the Islamic revolution : the Jamaʻat-i Islami of Pakistan ,0520083687;9780520083684;0520083695;9780520083691,Berkeley : University of California Press,1994,no
JQ629.A98 J363,Seyyed Vali Reza Nasr,The vanguard of the Islamic revolution : the Jamaʻat-i Islami of Pakistan ,1850438633;9781850438632;1850438641;9781850438649,London ; New York : IB Tauris,1994,no
JQ3898.W3,Janice J Terry,The Wafd 1919-1952 : cornerstone of Egyptian political power ,0861990005;9780861990009,London : Third World Centre for Research and Pub,1982,no
JQ1780 .L35,AKS Lambton,Theory and practice in medieval Persian government ,0860780678;9780860780670,London : Variorum Reprints,1980,no
JN1088 .T753,Jonathan Boyd Hunt,Trial by conspiracy ,0473051230;9780473051235,Auckland ; London : GreeNZone,1998,no
JK468.I6 G58,Donald Goddard with Lester K Coleman,Trail of the octopus : from Beirut to Lockerbie--inside the DIA ,074751562X;9780747515623,London,1993,no
E814 .C627,Michael J Cohen,Truman and Israel ,0520068041;9780520068049,Berkeley : University of California Press,1990,no
E183.8.I55 G37,Mark J Gasiorowski,US foreign policy and the shah : building a client state in Iran ,0801424127;9780801424120,Ithaca,1991,no
JX1705 .M57,Roger Morris,Uncertain greatness : Henry Kissinger and American foreign policy ,0704321661;9780704321663,London : Quartet,1977,no
E840.8.N67 A3,Oliver L North with William Novak,Under fire : an American story ,0060183349;9780060183349,New York,1992,no
JX1977.2.P34 H33,editor, George J Tomeh,United Nations Resolutions on Palestine and the Arab-Israeli conflict 1947-1974 ,,Beirut : Institute for Palestine Studies,no
E183.8.M65 B55,Leon Borden Blair ; foreword  Mohammed el Fasi,Western window in the Arab world ,0292700830;9780292700833,Austin : University of Texas Press, F70,no
JX5419.5 .W5,testimony given to the Nordic Commission, Oslo, October 1982,Witness of war crimes in Lebanon ,0863720056;9780863720055,no
E183.8.I7 R34,Mansur Rafizadeh,Witness : from the Shah to the secret arms deal : an insider's account of US involvement in Iran ,0688073697;9780688073695,New York : W Morrow,1987,no
E840.8.K58 A38,Henry Kissinger,Years of upheaval ,718121155,London : Weidenfeld and Nicolson : Michael Joseph,1982,no
E183.8.I55 L35,L Bruce Laingen,Yellow ribbon : the secret journal of Bruce Laingen ,0028810309 : $23.00;9780028810300,Washington : Brassey's (US),1992,no
F591 .S54,Hampton Sides,Blood and thunder : an epic of the American West ,0385507771;9780385507776,New York : Doubleday,2006,no
E269.N3 S33,Simon Schama,Rough crossings : Britain the slaves and the American Revolution ,006053916X;9780060539160;9780060539160,New York : Ecco,2006,no
F1054.5.Q3 G85,Simon Schama,Québec City,9782894648346;2894648340,Montréal,2009,no
E842.9 .B835,Vincent Bugliosi,Four days in November : the assassination of President John F Kennedy ,9780393332155;0393332152,New York : WW Norton & Co,2007,no
JZ6385 .F47,Niall Ferguson,The war of the world : history's age of hatred ,0141013826;9780141013824,London ; New York : Penguin,2007,no
E169.04.B778,Bill Bryson,I'm a stranger here myself : notes on returning to America after twenty years away ,076790382X;9780767903820,New York : Broadway Books,2000,no
E118 .D84,Martin Dugard,The last voyage of Columbus : being the epic tale of the great captain's fourth expedition including accounts of swordfight mutiny shipwreck gold war hurricane and discovery ,0316828831;9780316828833,New York : Little,2005,no
E99.C37 C35,Craig Childs,House of rain : tracking a vanished civilization across the American Southwest ,0316608173;9780316608176,New York : Little,2007,no
F1219.73 .A25,Peter Ackroyd,Cities of blood : voyages through time ,0756607299;9780756607296,New York,2004,no
F1219 .L66,Maria Longhena,Ancient Mexico : the history and culture of the Maya Aztecs and other pre-Columbian peoples ,0760783810;9780760783818,New York : Barnes & Noble Books,2006,no
JQ 1830.A58 D69,Alan Dowty,The Jewish state : a century later ,0520209419;9780520209411,Berkeley : University of California Press,1998,no
E902 .H69,Patrick Clawson, editor,How to build a new Iraq after Saddam ,0944029825;9780944029824,Washington,no
JZ 1480 .A57 A3,John K Cooley,Unholy wars : Afghanistan America and international terrorism ,0745316913;9780745316918;0745316921;9780745316925,London ; Sterling,2000,no
JV8739 .B73,Laurie A Brand,Citizens abroad : emigration and the state in the Middle East and North Africa ,0521858054;9780521858052,Cambridge,2006,no
JQ1841.A58 Y59,Sarah Yizraeli,The remaking of Saudi Arabia : the struggle between King Saʻud and Crown Prince Faysal 1953-1962 ,9652240265;9789652240262,Tel Aviv,1997,no
E183.8.J6 A4,Madiha Rashid Al Madfai,Jordan the United States and the Middle East peace process 1974-1991 ,0521415233;9780521415231,Cambridge [England] ; New York,1993,no
JX238.I7 M36,Wayne Mapp,The Iran-United States Claims Tribunal : the first ten years 1981-1991 : an assessment of the tribunal's jurisprudence and its contribution to international arbitration ,0719037905;9780719037900,Manchester ; New York : Manchester University Press ; New York,1993,no
F1233 .H65,Richard Hill and Peter Hogg,A Black corps d'élite : an Egyptian Sudanese conscript battalion with the French Army in Mexico 1863-1867 and its survivors in subsequent African history ,087013339X;9780870133398,East Lansing : Michigan State University Press,1995,no
JQ1840 .H47,Michael Herb,All in the family : absolutism revolution and democracy in the Middle Eastern monarchies ,0791441679;9780791441671;0791441687;9780791441688,Albany : State University of New York Press,1999,no
E183.8.S25 B34,Robert Baer,Sleeping with the devil : how Washington sold our soul for Saudi crude ,1400050219;9781400050215,New York : Crown,2003,no
JC49 .W38,W Montgomery Watt,Islamic political thought ,0748610987;9780748610983,Edinburgh : At the University Press,1998,no
JC328.3 .F37,Suraiya Faroqhi,Coping with the state : political conflict and crime in the Ottoman Empire 1550-1720 ,9754280762;9789754280760,Istanbul : Isis Press,1995,no
JC49 .B58,Antony Black,The history of Islamic political thought : from the Prophet to the present ,0748614710;9780748614714;0748614729;9780748614721,Edinburgh University Press,2001,yes
JQ3898.A1 K37,May Kassem ; with a foreword  Raymond Hinnebusch,In the guise of democracy : governance in contemporary Egypt ,0863722547;9780863722547,Reading : Ithaca Press,1999,no
E903 .D47,special issue editors, Stanley Hauerwas and Frank Lentricchia,Dissent from the homeland : essays after September 11 ,0822365405;9780822365402,Durham,no
JQ3831 .S73,edited  Nelly Hanna,The State and its servants : administration in Egypt from Ottoman times to the present ,9774243641;9789774243646,Cairo,1995,no
JQ1758.A2 T75,edited  Philip S Khoury and Joseph Kostiner,Tribes and state formation in the Middle East ,0520070798;9780520070790;0520070801;9780520070806;1850432457;9781850432456,Berkeley : University of California Press,1990,no
E183.8.I57 G38,F Gregory Gause III,US policy toward Iraq ,9948003233;9789948003236,Abu Dhabi,2002,no
JQ1830.A98 H376,Andrea Nüsse,Muslim Palestine : the ideology of Ḥamās ,9057023334;9789057023330;9057023342;9789057023347,Amsterdam : Harwood Academic Publishers,1998,no
JC49 .S1614,Amr Sabet,Liberalism and the contestation of Islamic sovereignty ,9948005139;9789948005131,Abu Dhabi : Emirates Center for Strategic Studies and Research,2003,no
JV8739 S43,Ian J Seccombe, with CH Bleaney & B Al-Najjar,International migration for employment in the Middle East : an introductory bibliography ,,[Durham] England : University of Durham,no
JC571 .H7698,edited  Walter Laqueur and Barry Rubin,The Human rights reader ,0452010268;9780452010260,New York : New American Library,1990,no
JA79 ,edited  Arthur L Caplan and Daniel Callahan,Ethics in hard times ,0306407906;9780306407901,New York : Plenum Press,E825,no
E886 .A3,Bill Clinton,My life : the early years V 1 ,1400096715;9781400096718,New York : Vintage Books,2005,no
E840.8 .A33,Marshall P Adair,Lessons from a diplomatic life : watching flowers from horseback ,1442220805;9781442220812,Lanham : Rowman & Littlefield Publishers,2013,no
JC31 .A53,"Benedict Anderson ; trad de l'anglais par Pierre- Emmanuel Dauzat""",Imagined communities Français+L'Imaginaire national : réflexions sur l'origine et l'essor du nationalisme ,2707125415;9782707125415,Paris : Ed La découverte,1996,no
JC599.M6 B46,"Benedict Anderson ; trad de l'anglais par Pierre- Emmanuel Dauzat""",Ben Barka vingt ans après : les droits de l'homme au Maroc,2868290191;9782868290199,Paris : Arcantère,1986,no
JV51 .P65,edited  Gregory Castle,Postcolonial discourses : an anthology ,0631210040;9780631210047;0631210059;9780631210054;9780631210954,Oxford UK ; Malden,2001,no
JV51 .C4,Aimé Césaire,Discours sur le colonialisme  suivi du Discours sur la négritude ,2708705318;9782708705319,Paris : Présence africaine,2004,no
JQ3198.A91 G37,Lise Garon ; foreword  Clovis Demers,Dangerous alliances : civil society the media and democratic transition in North Africa ,1842771604;9781842771600;1842771612;9781842771617,London ; New York : Zed Books,2003,no
JC381 .G7613,"Alain Grosrichard ; translated  Liz Heron ; with an introduction  Mladen Dolar""",Structure du sérail English+The sultan's court : European fantasies of the East ,1859848168;9781859848166;1859841228;9781859841228,London ; New York : Verso,1998,no
JV51 .M466,Albert Memmi,Portrait du colonisé précédé de portrait du colonisateur : et d'une préface de Jean-Paul Sartre ,2070705501;9782070705504,,1985,no
JV51 .M466,"Albert Memmi ; [translated from the French  Howard Greenfeld]""",Portrait du colonisé English+The colonizer and the colonized ,0285647717;9780285647718,,1974,no
E184.P33 S25,Edward W Said,Out of place : a memoir ,1862073708;9781862073708,London : Granta,2000,no
E885 .S25,Edward W Said ; foreword  Tony Judt ; afterword  Wadie E Said,From Oslo to Iraq and the roadmap ,0747573433;9780747573432,London : Bloomsbury,2004,no
JC93 .A544,Dimiter Angelov,Imperial ideology and political thought in Byzantium (1204-1330) ,0521857031 hardback;9780521857031 hardback,,2007,no
JC66 .D47,Tomasz Derda,Arsinoitēs Nomos : administration of the Fayum under Roman Rule ,839182506X;9788391825068,Warsaw : Faculty of Law and Administration of Warsaw University,2006,no
F1019 F59 n,[] T Cuyler Young, Jr,Excavations at Godin Tepe: first progress report ,,[Toronto] : Royal Ontario Museum,no
JA84.C6 B35,Tongdong Bai,China : the political philosophy of the middle kingdom ,9781780320755;1780320752;9781780320762;1780320760,London ; New York : Zed Books,2012,no
JQ3096 .U52,edited  Mojúbàolú Olúfúnké Okome,Contesting the Nigerian state : civil society and the contradictions of self-organization ,9781137324528;113732452X,New York,2005,no
JN30 .P495,David Phinnemore and Lee McGowan,A dictionary of the European Union ,9781857436839;1857436830;9780203796955,Milton Park,2013,no
JZ5538 .R46,Judith Renner,Discourse normative change and the quest for reconciliation in global politics ,9780719088025;071908802X,Manchester ; New York : Manchester University Press ; New York : Distributed in the US exclusively by Palgrave Macmillan,2013,no
JF1525.A8 E2386,J Ramon Gil-Garcia, Centro de Investigación y Docencia Económicas (CIDE), Mexico,E-government success factors and measures : theories concepts and methodologies ,9781466640580;1466640588;9781466640597;9781466640603;146664060X,no
JN40 .E65,edited  Engin F Isin and Michael Saward,Enacting European citizenship ,9781107033962;1107033969,Cambridge : Cambridge University Press,2013,no
JN33.5 .G43,Michael J Geary,Enlarging the European Union : the commission seeking influence 1961-1973 ,9780230302808;0230302807,Houndmills,2013,no
JZ1570.A545 J65,Ann-Kristin Jonasson,The EU's democracy promotion and the Mediterranean neighbours : orientation ownership and dialogue in Jordan and Turkey ,9780415630061;0415630061;9780203759042,Milton Park,2013,no
JZ6369 .H57,edited  Bronwen Everill, University of Warwick, UK, and Josiah Kaplan, University of Oxford,no
JN40 .K54,edited  Raphaël Kies, Patrizia Nanz,Is Europe listening to us? : successes and failures of EU citizen consultations ,9781409454359;1409454355;9781409454366;9781472400598;1409454363;9781409454366;1472400593;9781472400598,Farnham,no
JF801 .M865,edited  Willem Maas,Multilevel citizenship ,9780812245158;0812245156,Philadelphia : University of Pennsylvania Press,2013,no
JZ1318 .A433,Aqueil Ahmad,New age globalization : meaning and metaphors ,9781137293411;1137293411,New York,2013,no
JF799.5 .N49,edited  Emmanuelle Avril, Professor of Contemporary British Politics and Society, Université Sorbonne Nouvelle, France, and Christine Zumello,no
JF2112.C3 P654,edited  Kostas Gouliamos, Antonis Theocharous, Bruce Newman, Stephan Henneberg,Political marketing : strategic 'campaign culture' ,no
JQ231 .P8245,edited  Meghna Sabharwal and Evan M Berman,Public administration in South Asia : India Bangladesh and Pakistan ,9781439869116;1439869111,Boca Raton,2013,no
JQ231 .M38,Kuldeep Mathur,Public policy and politics in India ,9780198077596;0198077599,New Delhi : Oxford University Press,2013,no
JZ1305 .R455,edited  RS Zaharna, Amelia Arsenault, Ali Fisher,Relational networked and collaborative approaches to public diplomacy : the connective mindshift ,9780415636070;0415636078;9780203082430,no
JV7590 .S52,edited  Ludger Pries,Shifting boundaries of belonging and new migration dynamics in Europe and China ,9780230369719;0230369715,Houndmills,2013,no
JQ1769.A15 S26,Tazreena Sajjad,Transitional justice in South Asia : a study of Afghanistan and Nepal ,9780415629973;0415629977;9780203431375,New York,2013,no
JF1081 .H68,Dan Hough, Professor of Politics, University of Sussex, UK,Corruption anti-corruption and governance  ,no
JC479 .T39,Peter Taylor-Goo,The double crisis of the welfare state and what we can do about it ,9781137328106;113732810X;9781137328113;9781137328120,Basingstoke,2013,no
JV7590 .R66,Christof Roos, University of Bremen, Germany,The EU and immigration policies : cracks in the walls of fortress Europe? ,9781137302557;1137302550,no
JZ1318 .B785,Karen M Buckley,Global civil society and transversal hegemony : the globalization-contestation nexus ,9780415698627;0415698626;9780203626580,Milton Park,2013,no
JZ5538 .G586,edited  Jackie Smith and Ernesto Verdeja,Globalization social movements and peacebuilding ,9780815633211;0815633211,Syracuse,2013,no
JZ1318 .G68,edited  Sophie Harman and David Williams,Governing the world? : cases in global governance ,9780415690409;0415690404;9780415690416;0415690412;9780203508398;0203508394,Abingdon,2013,no
JV305 .I75,edited  Graeme Morton and David A Wilson,Irish and Scottish encounters with indigenous peoples : Canada the United States New Zealand and Australia ,0773541500;9780773541504;9780773541511;0773541519,Montreal ; Ithaca : McGill-Queens University Press,2013,no
JC497 .G54,MFN Giglioli,Legitimacy and revolution in a society of masses : Max Weber Antonio Gramsci and the fin-de-siecle debate on social order ,9781412851626;1412851629,New Brunswick,2013,no
JN36 .K58,Heike Klüver,Lobbying in the European Union : interest groups lobbying coalitions and policy change ,9780199657445;0199657440,Oxford : Oxford University Press,2013,no
JZ1480 .R6,Johannes Gullestad Rø,Mechanistic realism and US foreign policy : a new framework for analysis ,9780415635394;041563539X;9780203093498,Milton Park,2013,no
JV6035 .M345,Huynh Truong Huy, editor,Migration : practices challenges and impact ,9781622576456;1622576454,Hauppauge,no
JC481 .E35,Geoff Eley,Nazism as Fascism : violence ideology and the ground of consent in Germany 1930-1945 ,9780415812627;0415812623;9780415812634;0415812631,Abingdon,2013,no
JZ6374 .E37,Håkan Edström and Dennis Gyllensporre,Political aspirations and perils of security : unpacking the military strategy of the United Nations ,9781137008718;1137008717,Houndmills,2013,no
JN1129.C7 B35,Stuart Ball,Portrait of a party : the Conservative Party in Britain 1918-1945 ,9780199667987;0199667985,Oxford [UK] : Oxford University Press,2013,no
JZ6385 .M85,Andrew Mumford,Proxy warfare ,9780745651187;0745651186;9780745651194;0745651194,Cambridge,2013,no
JZ4839 .R68,edited  Bob Reinalda,Routledge handbook of international organization ,9780415501439;0415501431;9780203405345;020340534X,Milton Park,2013,no
JC423 .U797,edited  Michael Cox, Timothy J Lynch and Nicolas Bouchet,US foreign policy and democracy promotion ,9780415679794;0415679796;9780415679800;041567980X;9780203550373;0203550374,New York,no
JN979 .A47,edited  Julie Gottlieb, Senior Lecturer in Modern History, University of Sheffield and Richard Toye, Professor of Modern History, University of Exeter,no
JZ1308 .D35,Fred Dallmayr,Being in the world : dialogue and cosmopolis ,9780813141916;0813141915;9780813141923;9780813141930,Lexington : University Press of Kentucky,2013,no
JZ1305 .B83,Adrian Budd,Class states and international relations : a critical appraisal of Robert Cox and neo-Gramscian theory ,9780415681865;0415681863;9780203486733,Milton Park,2013,no
JZ5595 .S34,Lisa Schirch,Conflict assessment and peacebuilding planning : toward a participatory approach to human security ,9781565495784;1565495780;9781565495791;1565495799;9781565495807;9781565495814,Boulder,2013,no
JZ1570.A5 E8,Gergana Noutcheva, Karolina Pomorska and Giselle Bosse editors,The EU and its neighbours : values versus security in European foreign policy ,9780719086762;0719086760,Manchester ; New York : Manchester University Press ; New York : Distributed in the US exclusively by Palgrave Macmillan,no
JN175 .E87,edited  Ga Mahlberg, Dirk Wiemann,European contexts for English republicanism ,9781409455561;1409455564;9781409455578;1409455572,Farnham,no
JN13 .E973,edited  Charlotte Bretherton and Michael Mannin,The Europeanization of European politics ,9781137275387;1137275383,New York : Palgrave Macmillan,2013,no
JZ1318 .W45,Thomas G Weiss,Global governance : what? why? whither? ,9780745660455;0745660452;9780745660462;0745660460,Cambridge,2013,no
JN318 .M69,Janice Morphet,How Europe shapes British public policy  ,9781447300465;1447300467,Bristol ; Chicago : Policy Press,2013,no
JZ6300 .A76,Jim Armstrong,Improving international capacity development : bright spots ,9781137310101;1137310103,Houndmills,2013,no
JN96.A38 M548,edited  Karl Cordell, Timofey Agarin and Alexander Osipov,Institutional legacies of communism : change and continuities in minority protection ,9780415638739;0415638739;9780203768914,Milton Park,no
JZ1238.F73 B74,Henrik Breitenbauch,International relations discipline in France : writing between discipline and state ,9780415630047;0415630045;9780203403167,Milton Park,2013,no
JA71 .G647,Maria Golubeva,Models of political competence : the evolution of political norms in the works of Burgundian and Habsburg court historians c 1470-1700 ,9789004231054;9004231056;9789004250741,Leiden : Brill,2013,no
JF1351 .T86,Lars Tummers,Policy alienation and the power of professionals : confronting new policies ,9781781954027;178195402X,Cheltenham,2013,no
JN12 .T38,Margit Tavits, Washington University, St Louis, MO,Post-communist democracies and party organization ,no
JF1061 .P68,edited  Joanne McEvoy and Brendan O'Leary,Power sharing in deeply divided places ,9780812245011;0812245016,Philadelphia,2013,no
